100000	10000	1	0.999511	1	0.999511	0.0954778	1	0.0964111
100000	10000	2	0.999511	1	0.999511	0.109633	1	0.0345444
100000	10000	3	0.9998	1	0.999511	0.103789	1	0.0179556
100000	10000	4	0.9998	1	0.999511	0.122933	1	0.0119778
100000	10000	5	0.9998	1	0.999511	0.124211	1	0.00947778
100000	10000	6	0.9998	1	0.999511	0.142956	1	0.00845556
100000	10000	7	0.9998	1	0.999511	0.130611	1	0.00837778
100000	10000	8	0.9998	1	0.999511	0.164244	1	0.00825556
100000	10000	9	0.9998	1	0.999511	0.162789	1	0.0088
100000	10000	10	0.9998	1	0.999511	0.197633	1	0.00984444
100000	10000	11	0.9998	1	0.999511	0.1899	1	0.0118333
100000	10000	12	0.9998	1	0.999511	0.224667	1	0.0135222
100000	10000	13	0.9998	1	0.999511	0.219189	1	0.0157
100000	10000	14	0.9998	1	0.999511	0.237567	1	0.0184111
100000	10000	15	0.9998	1	0.999511	0.256156	1	0.0224222
100000	10000	16	0.9998	1	0.999511	0.288322	1	0.0270111
100000	10000	17	0.9998	1	0.999511	0.282522	1	0.0323222
100000	10000	18	0.9998	1	0.999511	0.304511	1	0.0383111
100000	10000	19	0.9998	1	0.999511	0.302344	1	0.0461667
100000	10000	20	0.9998	1	0.999511	0.313922	1	0.0541889
100000	10000	21	0.9998	1	0.999511	0.320478	1	0.0632444
100000	10000	22	0.9998	1	0.999511	0.339289	1	0.0747556
100000	10000	23	0.9998	1	0.999511	0.339867	1	0.0850889
100000	10000	24	0.9998	1	0.999511	0.350867	1	0.0996444
100000	10000	25	0.9998	1	0.999511	0.3709	1	0.113933
100000	10000	26	0.9998	1	0.999511	0.389633	1	0.130467
100000	10000	27	0.9998	1	0.999511	0.3959	1	0.1484
100000	10000	28	0.9998	1	0.999511	0.412322	1	0.168689
100000	10000	29	0.9998	1	0.999511	0.412922	1	0.191322
100000	10000	30	0.9998	1	0.999511	0.418422	1	0.213989
100000	10000	31	0.9998	1	0.999511	0.4219	1	0.238078
100000	10000	32	0.9998	1	0.999511	0.422533	1	0.262022
100000	10000	33	0.9998	1	0.999511	0.430556	1	0.287644
100000	10000	34	0.9998	1	0.999511	0.448833	1	0.313
100000	10000	35	0.9998	1	0.999511	0.464489	1	0.340956
100000	10000	36	0.9998	1	0.999511	0.472833	1	0.368278
100000	10000	37	0.9998	1	0.999511	0.477378	1	0.389833
100000	10000	38	0.9998	1	0.999511	0.494489	1	0.418078
100000	10000	39	0.9998	1	0.999511	0.502956	1	0.4458
100000	10000	40	0.9998	1	0.999511	0.502956	1	0.4713
100000	10000	41	0.9998	1	0.999511	0.509178	1	0.498867
100000	10000	42	0.9998	1	0.999511	0.526622	1	0.527156
100000	10000	43	0.9998	1	0.999511	0.533944	1	0.552978
100000	10000	44	0.9998	1	0.999511	0.540089	1	0.580867
100000	10000	45	0.9998	1	0.999511	0.5505	1	0.609344
100000	10000	46	0.9998	1	0.999511	0.5603	1	0.629122
100000	10000	47	0.9998	1	0.999511	0.5651	1	0.648767
100000	10000	48	0.9998	1	0.999511	0.5651	1	0.668233
100000	10000	49	0.9998	1	0.999511	0.571433	1	0.692367
100000	10000	50	0.9998	1	0.999511	0.571433	1	0.713133
100000	10000	51	0.9998	1	0.999511	0.579867	1	0.731678
100000	10000	52	0.9998	1	0.999511	0.582611	1	0.750867
100000	10000	53	0.9998	1	0.999511	0.588811	1	0.773744
100000	10000	54	0.9998	1	0.999511	0.596333	1	0.786267
100000	10000	55	0.9998	1	0.999511	0.602278	1	0.801744
100000	10000	56	0.9998	1	0.999511	0.602267	1	0.817267
100000	10000	57	0.9998	1	0.999511	0.609467	1	0.830667
100000	10000	58	0.9998	1	0.999511	0.615567	1	0.841033
100000	10000	59	0.9998	1	0.999511	0.621211	1	0.853089
100000	10000	60	0.9998	1	0.999511	0.621211	1	0.8621
100000	10000	61	0.9998	1	0.999511	0.629011	1	0.873344
100000	10000	62	0.9998	1	0.999511	0.635889	1	0.881389
100000	10000	63	0.9998	1	0.999511	0.6499	1	0.888944
100000	10000	64	0.9998	1	0.999511	0.6499	1	0.898011
100000	10000	65	0.9998	1	0.999511	0.6557	1	0.9072
100000	10000	66	0.9998	1	0.999511	0.658822	1	0.913
100000	10000	67	0.9998	1	0.999511	0.665211	1	0.917389
100000	10000	68	0.9998	1	0.999511	0.665744	1	0.921678
100000	10000	69	0.9998	1	0.999511	0.673156	1	0.927767
100000	10000	70	0.9998	1	0.999511	0.673156	1	0.933144
100000	10000	71	0.9998	1	0.999511	0.681156	1	0.937489
100000	10000	72	0.9998	1	0.999511	0.681156	1	0.945067
100000	10000	73	0.9998	1	0.999511	0.686767	1	0.951056
100000	10000	74	0.9998	1	0.999511	0.6906	1	0.953244
100000	10000	75	0.9998	1	0.999511	0.6906	1	0.955456
100000	10000	76	0.9998	1	0.999511	0.691222	1	0.960644
100000	10000	77	0.9998	1	0.999511	0.701333	1	0.963189
100000	10000	78	0.9998	1	0.999511	0.704167	1	0.964322
100000	10000	79	0.9998	1	0.999511	0.7112	1	0.967967
100000	10000	80	0.9998	1	0.999511	0.7112	1	0.9697
100000	10000	81	0.9998	1	0.999511	0.721522	1	0.970067
100000	10000	82	0.9998	1	0.999511	0.723322	1	0.973311
100000	10000	83	0.9998	1	0.999511	0.733733	1	0.975422
100000	10000	84	0.9998	1	0.999511	0.734533	1	0.977567
100000	10000	85	0.9998	1	0.999511	0.735678	1	0.980678
100000	10000	86	0.9998	1	0.999511	0.737489	1	0.983033
100000	10000	87	0.9998	1	0.999511	0.7485	1	0.985444
100000	10000	88	0.9998	1	0.999511	0.7485	1	0.986044
100000	10000	89	0.9998	1	0.999511	0.758522	1	0.987022
100000	10000	90	0.9998	1	0.999511	0.758522	1	0.988378
100000	10000	91	0.9998	1	0.999511	0.7718	1	0.989167
100000	10000	92	0.9998	1	0.999511	0.7718	1	0.989022
100000	10000	93	0.9998	1	0.999511	0.783122	1	0.990889
100000	10000	94	0.9998	1	0.999511	0.783578	1	0.991678
100000	10000	95	0.9998	1	0.999511	0.785011	1	0.991578
100000	10000	96	0.9998	1	0.999511	0.785011	1	0.991456
100000	10000	97	0.9998	1	0.999511	0.794778	1	0.994056
100000	10000	98	0.9998	1	0.999511	0.795522	1	0.994833
100000	10000	99	0.9998	1	0.999511	0.808633	1	0.996889
100000	10000	100	0.9998	1	0.999511	0.808633	1	0.996856
